form	sentence_1	sentence_2	label
vanvittig	et bundt helt unge, som foretager sig alle de vanvittige ting, der på godt og ondt hører ungdommen til	Psykiatriens historie viser, at blandt de psykotiske, gale, afsindige, vanvittige, forrykte .. har de dårligste som grundregel altid fået den dårligste behandling	0
varemærke	Samtidig havde hans solist-karriere som sanger taget fart med en række calypso-sange, der senere blev hans varemærke	Standard Oil i New Jersey udviklede sig .. til verdens største olieselskab med navnet Esso som varemærke	0
variation	En større variation i udbuddet af fritidsmuligheder for de unge blev også fremhævet som ønskværdig	Cellomusik skal have en vis tyngde for at virke overbevisende, og det fik den så i Beethovens 7 variationer over en duet fra Tryllefløjten	0
varietet	i flere tilfælde er det diskutabelt hvorvidt der overhovedet er tale om arter, eller om svampene var bedre klassificeret som varieteter	citrin: gul varietet af kvarts	0
varieté	biografteatrene overtog den rolle, som varietéerne havde erhvervet sig i masseunderholdningens historie	Fra barnsben optrådte Marx-brødrene i varieté og udviklede dér en pågående, vild humor	0
varme	Ved kernespaltningen frigøres energi i form af varme og radioaktiv stråling	Hvor er her dog koldt. Skal jeg ikke lige skrue op for varmen?	0
varme	tusind tak, fordi I kom allesammen. Det varmede, sagde Stefan Rasmussen rørt	Solen stod højt på himlen og varmede dem med sine stråler	0
varme	jeg har det rart med 3/4 lange støvler. De varmer godt om anklerne	De gned hinanden for at holde varmen, på armene, benene, ryggen og på brystet	0
varsel	Opsigelse af et telefonabonnement skal fra abonnentens side ske med et varsel på mindst 10 arbejdsdage til et månedsskifte	Allerede nu har 50 medarbejdere på Odense-fabrikken modtaget varsel om, at de ikke kan påregne arbejde de næste fire uger	0
vaskebræt	sengevask og kropstøj blev vasket på vaskebræt, så det var langsommeligt	skiffle-musikkens vaskebrætter føjede nye klange til det samlede lydbillede	0
vaskeri	Mor og Teodora stryger dugene selv, men de vaskes og tørres på vaskeri	Centralt i bebyggelsen er der opført et fælleshus, som rummer festsal og køkken m.m. plus fælles vaskeri	0
vedtage	Forinden havde de vedtaget, at en sejr skulle fejres på kroen	Jeg vedtog at gøre det efter fyraften	0
vej	Hvis det ikke var blevet jura, hvilken vej var De så gået?	Den europæiske union er vejen til det nye Europa i den europæiske udvikling	0
vej	Sikkerhedsofficeren .. fik et chok, da han opdagede, at kanonerne vendte den forkerte vej under en luftmålsskydning ved Sjællands Odde	Det kildede hele vejen ned ad ryggen	0
vej	de .. kører ud ad en støvet vej i en gammel, åben Ford	han .. kantede sig vej op til baren, og bestilte en øl	0
vejbane	Ordentlige vejfarende kører ikke med stor fart midt på vejbanen for at spærre for en modkørende vogn	han .. mistede herredømmet over sin bil og skred over i den modsatte vejbane	0
veje	Nybagte forældre er vant til, at deres barn vejes og måles hyppigt de første år	De medicinske fordele skal vejes mod risikoen for bivirkninger	0
vejledning	Med hensyn til dosering, så følg altid vejledningen på emballagen	Der tilbydes vidtgående supervision og vejledning i arbejdet, ligesom nyansatte tilbydes en intern undervisning	0
vejr	Høyer gik ned ad trappen og ud i vejret	Da jeg var barn, gik man tur hver dag. I al slags vejr. Regn, sne, sjap, vind, storm, solskin og skyet	0
vejviser	Muslimerne .. gav de kristne pilgrimme frit lejde og hjalp dem som vejvisere og med kost og logi	Bogen er uden priser eller plantebeskrivelser, men oplyser alt om planteskolernes adresser, betingelser og åbningstider – mere en vejviser end et katalog	0
veksle	vi hilste på hinanden, vekslede nogle få ord, men det blev sjældent til en egentlig samtale	jeg så, at han og Jón vekslede et blik, og jeg vidste at der stak noget under	0
veksle	Skjoldenes tilstand vekslede en del, nogle var rimeligt velbevarede, andre stærkt medtagne	Undervisningen veksler mellem forelæsninger, gruppearbejde og projektarbejde	0
velbehag	Han spiste med ægte velbehag tre stykker gulerodskage til eftermiddagsteen	Ære være Gud i det højeste og på jorden! Fred til mennesker med Guds velbehag!	0
velsignelse	Giv denne brudgom og brud nåde, lykke og velsignelse, både til sjæl og legeme	hun var kun godt og vel fyldt 17, da hun med forældrenes velsignelse tog til Sydney	0
velvoksen	velvoksne bodyguards holder fansene tilbage	Virksomheden er en af de velvoksne i Danmark	0
ven	Mange venner af Indre Mission ude i kredsene ser med bekymring frem til det næste hovedbestyrelsesmøde	Mor forlangte, at jeg skulle bo hos hende, og hendes nye ven	0
ven	hun er jo en god ven, hun er god at snakke med, hvis jeg er ked af det	Sammen med nogle venner har vi langtidslejet et fransk landsbyhus med senere køb for øje	1
vende	Han hævede øjenbrynene og vendte skrivelsen på hovedet, indtil det endelig gik op for ham, at den var spejlvendt	Hver tredje time døgnet rundt kommer sygeplejerskerne ind og vender hende, så hun ikke får liggesår	1
vende	Vinduet vendte ud imod den store skrånende have	europæerne har vendt deres raketter mod Rusland og USA	0
vende	Arbejdsløsheden er steget i 1983, og der er endnu ikke klare tegn på, at den udvikling er vendt	Pelle sukkede og vendte opgivende øjnene mod himlen	0
vende	Da gummibåden vender på hovedet, undlader jeg at redde mig ind på bredden, mens jeg kan	Vinden var vendt 180 °, men båden var stadig i læ af den lille klippeø	1
vendepunkt	anden verdenskrigs vendepunkt fandt sted ved Stalingrad	1992 bliver et vendepunkt for dansk økonomi. Det bliver året, hvor der atter kommer gang i den økonomiske vækst efter fem års vækstpause	1
vending	Det er vigtigt at foretage vendingen af den bevidstløse fra rygliggende stilling til aflåst sideleje så lempeligt som muligt	Ved alle vendinger blev svømmeren Mette Jacobsen noteret på lystavlen som nummer to	0
vending	det gamle vorde .. indgår i visse faste vendinger som den vordende mor	man må aktivt søge at undgå engelske ord og vendinger, hvor der findes danske, som kan bruges lige så godt	1
veninde	Bor din veninde stadig hos dig – hvorfor gifter du dig ikke med hende?	Hun og Elsa var blevet nære veninder, fordi de havde den samme interesse for ridesport	0
venstre	Mange undersøgelser viser, at ungdommen bevæger sig fra venstre mod højre	For højrehåndede skal lyset komme fra venstre, og omvendt for venstrehåndede	0
verden	Til alle unge piger, der gerne vil ud og opleve verden: Tænk jer godt om – og se jer for	Frelsens Hær arbejder i 83 lande over hele verden	0
verden	Af alle mænd i verden var han den, hun nødigst ville møde	den islamiske fundamentalismes stærke grønne spirer skyder op i den frugtbare jord overalt i den arabiske verden	0
verden	Især under og efter det store opbrud i kunstens verden i 30erne blev der dannet mange kunstnersammenslutninger	En flue – en lille bitte uænset fyr – og dog en hel verden af fin mekanik	0
verden	Det er et svedigt og pinefuldt show, en lukket verden af skrevne og uskrevne regler, stærke følelser, humor og drømme om lykke	En hel verden nød Hollywood-udgaven af historien om Bonnie og Clyde	0
verdensmester	Muhammed Ali blev verdensmester i sværvægt tre gange	Anders er verdensmester i at få vitale ting til at forsvinde ned bag en radiator, ind i bunden af et klædeskab ..	0
verdensorden	Vi har opbygget en verdensorden, hvor store dele af jordens befolkning lever på eller under sultegrænsen, for at vi kan leve et liv i overflod	grækerne søgte at forene teorier med praktiske erfaringer i deres søgen efter en verdensorden	0
vers	han begyndte at synge Den signede dag. Han kunne alle versene udenad	i Galaterbrevets kapitel 4, vers 4 fortæller Paulus: Da tidens fylde kom, udsendte Gud sin søn, født af en kvinde, for at vi skulle få børnekår	0
vest	det lysner for afspændingen mellem øst og vest	der er stor forskel på indkomsterne i øst og i vest i Danmark	0
vest	Det er nu vest, der skal foretage det første udspil	Otto stod uden for døren i sit bedste tøj. Grå bowlerhat, jakke med vest og urkæde	0
veteran	Han kan roligt kaldes en af partiets veteraner, for han har været med .. fra starten i 1970	Hendes morfar .. var veteran fra krigen i 1864	0
vibrere	Markus var ligbleg, og de små muskler i hans tindinger vibrerede faretruende	Han kunne høre sin egen stemme vibrere og være på kanten af noget, der måtte være gråd	0
vidde	kunstnerne vender blikket indad mod dybderne, mod sjælene, mod de store ukendte vidder inde i mennesket	Sardinien er lidt af alting. De vidtstrakte grønne vidder leder tanken hen på både Irland og det skotske højland	0
vide	Jeg ved af personlig erfaring fra min egen tid som fisker, at fiskene optræder forskellige steder år fra år	hun vidste, at dagen i morgen ville blive anstrengende	0
vide	Men hvis Lars er der, så er hun i gode hænder, mente Marianne. Lars skal nok vide at få hende trøstet, han er så barmhjertig ..	det er imponerende, hvad de unge læger skal vide om sygdom. De ved naturligvis også en hel del om sundhed	0
vide	Pigen sagde stadig ingenting, hun stirrede bare, og hendes mund gjorde spisebevægelser uden at hun vidste det	jeg elskede at danse, det var det bedste jeg vidste	0
viden	Han har en del bøger om Rom, men henter overvejende sin viden på kommunebiblioteket	Der er en verden til forskel fra den naturvidenskabelige viden, vi nu besidder, til den viden man havde, da biblen blev nedskrevet	1
videnskab	Gensplejsning er en ny videnskab, der langtfra er udforsket til bunds	videnskaben har løst problemer langt ud over, hvad man for få generationer siden kunne drømme om	0
video	Vi har kun haft video i to-tre måneder, men har allerede en 4-5 film stående, vi ikke har set	En ny video for gør det selv folket giver oplysninger om de mest almindelige småreparationer på bilen	0
videofilm	så gik jeg ned til Kent, og vi lejede nogle videofilm og købte en flaske rom og noget cola	den umaskerede røver kan identificeres ved hjælp af videofilmen fra bankens overvågningskamera	0
videoskærm	bankerne kan opstille videoskærme med information og tilbud til kunderne	I erkendelsen af, at ikke alle 20.000 til 200.000 mennesker kan stå lige foran scenen kører showet også på store videoskærme	0
videoudstyr	Det er vigtigt, at I lærer jeres videoudstyr at kende, før I starter optagelserne	der har været forsøgt markedsført et par reoltyper til videoudstyr og fjernsynsapparat	0
videregive	selv om Sjøberg vidste, at han var med til at videregive urigtige oplysninger, så fortsatte han som en god embedsmand alligevel	Min hustru vil gerne af med denne potteplante, som De bedes videregive til oberstinde Ringby	0
videreudvikling	Splatter er blot en videreudvikling af den gamle gyserfilm	Unionstraktaten er et godt udgangspunkt for en videreudvikling af det europæiske samarbejde	0
vidne	Tre vidner forklarede alle, at de havde hørt, at tiltalte havde sagt, at han ville skyde uvennen	grundlæggende ret til at varetage sit forsvar – og herunder føre vidner og andre beviser – kendes i alle civiliserede samfund	1
vidne	Vielse skal foregå i overværelse af mindst to vidner (forlovere	På formularen testamenterer man sit afdøde legeme til nævnte formål. Erklæringen skal underskrives af to vidner eller af egen læge	1
vidunder	Lis Jeppesen er et vidunder i rollen som Giselle. Inkarnationen af uskyld og renhed	stolt viser hun sit lille vidunder frem	0
vidunder	isen i vaflen var stablet så højt, at det var et vidunder, at den kunne hænge fast, hvad den heller ikke altid gjorde	blenderen er et vidunder i enhver husholdning. Den kan røre lette deje, purere, mose og meget mere	0
vielse	Det var en yndig brud og en flot gom, der fulgtes ad ned gennem Voldby Kirke efter vielsen	Henvendelse om borgerlig vielse sker til borgmesterkontoret	1
vifte	Birketræets lysegrønne blade viftede med vinden	Indimellem bevæger æslet halen fra side til side for at vifte fluerne væk	0
vifte	Dronningen fik en varm velkomst. 150 var mødt op og viftede med flag og sang	Hesten viftede irriteret med halen, men stod ellers helt rolig	1
vifte	Reggie, her er så frygteligt varmt, sagde Mrs Dennis og viftede sig med sit lommetørklæde	Hun viftede ham om næsen med et brev	0
vifte	den elektriske vifte i loftet er gået i stykker og hænger stille	Stubbekøbing kan tilbyde en bred vifte af varetilbud	0
vigtighed	De seneste års forskning har bl.a. bevist vigtigheden af, at man får tilstrækkelig med fiber	det med anonymiteten, at han rejste incognito, kunne kun være indbildning og vigtighed	0
vikar	Jeg fik et job i en børnehave som vikar for en støttepædagog	Jyske Bryggerier A/S søger en vikar til bogholderi- og kassemæssige funktioner	1
viking	8. juni 793 landede vikinger på den engelske ø Lindisfarne, plyndrede det rige kloster og stak af med bytte og fanger	Jens er klassens viking, da han altid går med korte bukser	0
vikle	de vinterblege københavnere vikler sig ud af halstørklæder og tykke frakker og springer kåde ud i solskinnet	hun vikler tørklædet af håret og stopper det i pelsens lomme	1
vild	Erhvervsbanken var helt vild efter at få Henry til at sælge sit hus til dem	Pladeselskaberne er i øjeblikket vilde for at skrive kontrakt med rapbands	1
